@relation morepork_more-pork_vs_unknown
@attribute filename string
@attribute class {morepork_more-pork,unknown}
@data
unknown$162246$8.3.jpg,unknown
morepork_more-pork$166236$28.1.jpg,morepork_more-pork
morepork_more-pork$171734$1.3.jpg,morepork_more-pork
unknown$162147$54.3.jpg,unknown
morepork_more-pork$166236$6.3.jpg,morepork_more-pork
unknown$162073$32.6.jpg,unknown
unknown$162121$8.9.jpg,unknown
unknown$162073$9.7.jpg,unknown
unknown$162074$22.3.jpg,unknown
unknown$162151$9.3.jpg,unknown
unknown$162154$27.2.jpg,unknown
morepork_more-pork$163409$11.4.jpg,morepork_more-pork
unknown$162249$42.1.jpg,unknown
unknown$162211$12.2.jpg,unknown
unknown$162212$27.4.jpg,unknown
unknown$162154$29.4.jpg,unknown
unknown$162194$34.3.jpg,unknown
unknown$182254$53.7.jpg,unknown
morepork_more-pork$164232$49.0.jpg,morepork_more-pork
unknown$162211$23.8.jpg,unknown
unknown$162249$27.6.jpg,unknown
morepork_more-pork$169428$5.1.jpg,morepork_more-pork
unknown$162103$44.0.jpg,unknown
morepork_more-pork$170337$33.8.jpg,morepork_more-pork
morepork_more-pork$163964$8.5.jpg,morepork_more-pork
unknown$162074$20.6.jpg,unknown
unknown$162203$45.5.jpg,unknown
unknown$162055$8.0.jpg,unknown
unknown$170078$7.0.jpg,unknown
morepork_more-pork$166236$24.9.jpg,morepork_more-pork
unknown$161954$29.9.jpg,unknown
unknown$174435$16.1.jpg,unknown
unknown$162111$12.7.jpg,unknown
morepork_more-pork$195778$47.4.jpg,morepork_more-pork
unknown$162249$5.0.jpg,unknown
morepork_more-pork$167754$36.1.jpg,morepork_more-pork
unknown$162074$17.7.jpg,unknown
unknown$162194$42.6.jpg,unknown
unknown$162121$48.3.jpg,unknown
unknown$162074$28.0.jpg,unknown
unknown$162120$50.3.jpg,unknown
unknown$162111$26.1.jpg,unknown
unknown$182035$55.7.jpg,unknown
unknown$162211$12.8.jpg,unknown
unknown$162211$12.4.jpg,unknown
morepork_more-pork$170695$44.0.jpg,morepork_more-pork
morepork_more-pork$170695$16.6.jpg,morepork_more-pork
unknown$162239$27.0.jpg,unknown
morepork_more-pork$166236$43.8.jpg,morepork_more-pork
unknown$162148$19.6.jpg,unknown
unknown$162249$11.2.jpg,unknown
morepork_more-pork$195778$48.7.jpg,morepork_more-pork
morepork_more-pork$167387$5.6.jpg,morepork_more-pork
unknown$162075$32.9.jpg,unknown
morepork_more-pork$165959$6.2.jpg,morepork_more-pork
morepork_more-pork$166236$55.1.jpg,morepork_more-pork
unknown$162251$51.1.jpg,unknown
unknown$162211$13.9.jpg,unknown
morepork_more-pork$164232$4.6.jpg,morepork_more-pork
morepork_more-pork$163964$54.9.jpg,morepork_more-pork
unknown$162100$28.1.jpg,unknown
morepork_more-pork$166113$30.5.jpg,morepork_more-pork
morepork_more-pork$163964$49.0.jpg,morepork_more-pork
unknown$162100$51.4.jpg,unknown
unknown$162114$0.3.jpg,unknown
unknown$162121$17.3.jpg,unknown
morepork_more-pork$169428$16.2.jpg,morepork_more-pork
unknown$162154$17.7.jpg,unknown
unknown$162239$34.1.jpg,unknown
unknown$162116$16.1.jpg,unknown
unknown$162146$15.1.jpg,unknown
unknown$162251$48.5.jpg,unknown
unknown$162148$22.3.jpg,unknown
unknown$162203$39.6.jpg,unknown
unknown$162253$28.1.jpg,unknown
morepork_more-pork$169839$53.8.jpg,morepork_more-pork
unknown$162239$7.2.jpg,unknown
unknown$162101$8.8.jpg,unknown
unknown$162154$32.1.jpg,unknown
unknown$162249$51.6.jpg,unknown
unknown$161954$38.8.jpg,unknown
unknown$162104$48.6.jpg,unknown
unknown$162100$2.7.jpg,unknown
unknown$162121$2.5.jpg,unknown
unknown$162148$35.0.jpg,unknown
unknown$162104$58.1.jpg,unknown
unknown$162100$52.3.jpg,unknown
unknown$162103$45.2.jpg,unknown
unknown$162212$42.1.jpg,unknown
unknown$162251$52.6.jpg,unknown
unknown$162211$19.3.jpg,unknown
unknown$162102$31.5.jpg,unknown
unknown$162073$27.0.jpg,unknown
unknown$162246$8.7.jpg,unknown
unknown$162148$12.4.jpg,unknown
unknown$162104$27.1.jpg,unknown
unknown$162196$37.4.jpg,unknown
morepork_more-pork$170695$56.5.jpg,morepork_more-pork
unknown$162211$28.2.jpg,unknown
unknown$162104$39.6.jpg,unknown
unknown$162148$15.2.jpg,unknown
morepork_more-pork$164232$26.3.jpg,morepork_more-pork
morepork_more-pork$169428$47.8.jpg,morepork_more-pork
unknown$162212$51.4.jpg,unknown
morepork_more-pork$169839$48.6.jpg,morepork_more-pork
morepork_more-pork$173356$24.1.jpg,morepork_more-pork
morepork_more-pork$164232$33.5.jpg,morepork_more-pork
unknown$162103$56.7.jpg,unknown
unknown$162074$14.1.jpg,unknown
unknown$162154$24.4.jpg,unknown
unknown$161955$56.4.jpg,unknown
unknown$162194$35.1.jpg,unknown
unknown$162074$13.2.jpg,unknown
unknown$162104$58.4.jpg,unknown
unknown$161971$42.5.jpg,unknown
unknown$162121$2.0.jpg,unknown
unknown$162212$9.3.jpg,unknown
unknown$161954$29.2.jpg,unknown
unknown$162251$21.4.jpg,unknown
unknown$162253$28.6.jpg,unknown
unknown$162251$51.6.jpg,unknown
unknown$162073$43.9.jpg,unknown
morepork_more-pork$193319$43.6.jpg,morepork_more-pork
unknown$162200$22.8.jpg,unknown
unknown$162194$51.4.jpg,unknown
unknown$162100$9.8.jpg,unknown
unknown$196922$9.8.jpg,unknown
unknown$162212$51.9.jpg,unknown
unknown$162074$45.9.jpg,unknown
unknown$162120$50.5.jpg,unknown
unknown$162212$43.2.jpg,unknown
unknown$162212$42.3.jpg,unknown
unknown$162104$47.2.jpg,unknown
morepork_more-pork$170337$18.0.jpg,morepork_more-pork
unknown$162251$47.5.jpg,unknown
unknown$162073$5.3.jpg,unknown
morepork_more-pork$167754$25.1.jpg,morepork_more-pork
unknown$162060$56.7.jpg,unknown
unknown$161957$18.0.jpg,unknown
unknown$162194$53.5.jpg,unknown
unknown$162254$12.6.jpg,unknown
unknown$162146$20.2.jpg,unknown
unknown$162100$51.7.jpg,unknown
unknown$162073$27.4.jpg,unknown
morepork_more-pork$170695$28.5.jpg,morepork_more-pork
unknown$161975$54.7.jpg,unknown
unknown$162073$5.9.jpg,unknown
morepork_more-pork$167404$19.1.jpg,morepork_more-pork
unknown$162147$55.3.jpg,unknown
unknown$181808$53.0.jpg,unknown
unknown$186507$0.4.jpg,unknown
morepork_more-pork$194576$50.6.jpg,morepork_more-pork
unknown$162146$14.6.jpg,unknown
morepork_more-pork$169839$32.2.jpg,morepork_more-pork
unknown$162055$21.1.jpg,unknown
unknown$182215$56.9.jpg,unknown
unknown$162239$12.4.jpg,unknown
unknown$162146$17.6.jpg,unknown
morepork_more-pork$169839$18.5.jpg,morepork_more-pork
unknown$162203$54.0.jpg,unknown
morepork_more-pork$166113$43.9.jpg,morepork_more-pork
morepork_more-pork$169704$6.7.jpg,morepork_more-pork
morepork_more-pork$166113$53.4.jpg,morepork_more-pork
unknown$162121$4.4.jpg,unknown
unknown$162211$27.6.jpg,unknown
morepork_more-pork$171696$20.7.jpg,morepork_more-pork
unknown$162194$51.7.jpg,unknown
